date,close,open,high,low,volume,type,description
01.11.1997,"117,1990","122,6260","122,6260","117,1990",,indices,bloomberg-commodity
01.10.1997,"122,5350","122,3590","125,2390","121,6250",,indices,bloomberg-commodity
01.09.1997,"122,5690","121,8780","123,0400","120,2940",,indices,bloomberg-commodity
01.08.1997,"121,7560","122,9390","123,6510","120,2140",,indices,bloomberg-commodity
01.07.1997,"122,3870","118,6650","122,3870","115,6770",,indices,bloomberg-commodity
01.06.1997,"119,0570","125,8050","125,8050","118,7490",,indices,bloomberg-commodity
01.05.1997,"126,8560","125,4560","128,4850","124,5370",,indices,bloomberg-commodity
01.04.1997,"125,5460","125,1120","125,5460","121,3140",,indices,bloomberg-commodity
01.03.1997,"125,1050","123,9840","126,0080","123,6760",,indices,bloomberg-commodity
01.02.1997,"123,0910","122,1590","123,4690","119,8390",,indices,bloomberg-commodity
01.01.1997,"122,2910","122,5740","125,6870","122,2910",,indices,bloomberg-commodity
01.12.1996,"122,0440","120,8290","123,3900","118,6680",,indices,bloomberg-commodity
01.11.1996,"120,9330","114,6810","121,1440","114,0840",,indices,bloomberg-commodity
01.10.1996,"115,0090","116,5930","119,6420","115,0090",,indices,bloomberg-commodity
01.09.1996,"117,1350","117,9350","118,8910","116,2440",,indices,bloomberg-commodity
01.08.1996,"117,0570","113,5530","117,2030","113,1350",,indices,bloomberg-commodity
01.07.1996,"112,1130","115,2720","117,7410","111,2310",,indices,bloomberg-commodity
01.06.1996,"114,2670","114,2390","114,7880","111,9240",,indices,bloomberg-commodity
01.05.1996,"114,9130","116,9740","119,0780","114,8560",,indices,bloomberg-commodity
01.04.1996,"115,9350","112,0470","118,1790","112,0470",,indices,bloomberg-commodity
01.03.1996,"111,0100","105,7540","111,8430","105,0640",,indices,bloomberg-commodity
01.02.1996,"106,3930","104,8300","106,7010","103,3280",,indices,bloomberg-commodity
01.01.1996,"104,5820","105,0410","105,7030","100,7170",,indices,bloomberg-commodity
01.12.1995,"104,3230","100,0550","104,4840","100,0550",,indices,bloomberg-commodity
01.11.1995,"99,5050","98,8720","99,9100","98,4850",,indices,bloomberg-commodity
01.10.1995,"98,4150","98,0270","98,4150","96,5340",,indices,bloomberg-commodity
01.09.1995,"98,0440","97,8900","99,5490","97,6700",,indices,bloomberg-commodity
01.08.1995,"97,5380","95,9490","97,9660","95,6710",,indices,bloomberg-commodity
01.07.1995,"96,3520","94,9710","96,8080","94,5500",,indices,bloomberg-commodity
01.06.1995,"94,9610","97,1630","97,3820","94,9610",,indices,bloomberg-commodity
01.05.1995,"96,3570","98,0510","98,1700","95,2350",,indices,bloomberg-commodity
01.04.1995,"97,5310","96,3550","97,9580","96,3060",,indices,bloomberg-commodity
01.03.1995,"96,0440","94,0010","96,0440","93,9640",,indices,bloomberg-commodity
01.02.1995,"94,1900","94,5140","95,0960","93,2910",,indices,bloomberg-commodity
01.01.1995,"94,7400","94,7310","96,6700","94,2650",,indices,bloomberg-commodity
01.12.1994,"95,7720","93,3890","95,8240","91,9430",,indices,bloomberg-commodity
01.11.1994,"93,5840","95,1880","95,4330","93,5840",,indices,bloomberg-commodity
01.10.1994,"94,2020","93,9000","95,0880","91,7550",,indices,bloomberg-commodity
01.09.1994,"93,8420","94,1360","95,3700","92,8730",,indices,bloomberg-commodity
01.08.1994,"94,0620","97,4380","97,4380","91,3750",,indices,bloomberg-commodity
01.07.1994,"97,0180","96,3950","97,8710","94,3410",,indices,bloomberg-commodity
01.06.1994,"96,0480","92,8310","97,9580","91,6190",,indices,bloomberg-commodity
01.05.1994,"93,7240","89,3420","95,1300","88,9380",,indices,bloomberg-commodity
01.04.1994,"89,2770","88,4230","89,2770","87,2930",,indices,bloomberg-commodity
01.03.1994,"87,6850","87,7110","88,8950","86,4000",,indices,bloomberg-commodity
01.02.1994,"87,7560","90,2360","90,7480","87,3280",,indices,bloomberg-commodity
01.01.1994,"88,6610","85,8640","88,8750","85,8640",,indices,bloomberg-commodity
01.12.1993,"85,7160","85,2610","85,9730","84,5610",,indices,bloomberg-commodity
01.11.1993,"84,7100","86,0170","87,7730","84,7100",,indices,bloomberg-commodity
01.10.1993,"85,8600","86,9240","87,5600","85,8600",,indices,bloomberg-commodity
01.09.1993,"87,1430","88,6330","88,7040","85,6800",,indices,bloomberg-commodity
01.08.1993,"89,4490","91,8840","91,8840","88,8210",,indices,bloomberg-commodity
01.07.1993,"91,2510","90,2710","92,1070","89,9290",,indices,bloomberg-commodity
01.06.1993,"89,9340","89,7770","89,9340","87,6500",,indices,bloomberg-commodity
01.05.1993,"90,4800","91,9300","91,9300","90,2000",,indices,bloomberg-commodity
01.04.1993,"92,3400","91,8250","92,3400","90,6620",,indices,bloomberg-commodity
01.03.1993,"91,7140","89,5690","91,7140","89,5690",,indices,bloomberg-commodity
01.02.1993,"89,8310","89,1110","89,9020","88,5110",,indices,bloomberg-commodity
01.01.1993,"88,9380","88,5080","89,2320","87,9660",,indices,bloomberg-commodity
01.12.1992,"89,3240","88,3470","90,0900","87,8870",,indices,bloomberg-commodity
01.11.1992,"89,6210","91,3120","91,3120","89,5590",,indices,bloomberg-commodity
01.10.1992,"90,6250","93,5550","93,5550","90,5300",,indices,bloomberg-commodity
01.09.1992,"93,5970","92,5470","94,3720","92,5470",,indices,bloomberg-commodity
01.08.1992,"92,4630","93,2300","93,2300","91,5360",,indices,bloomberg-commodity
01.07.1992,"93,7120","94,4430","94,7060","93,3280",,indices,bloomberg-commodity
01.06.1992,"94,3070","94,6080","95,3900","94,3070",,indices,bloomberg-commodity
01.05.1992,"94,2310","91,6950","94,2310","91,6950",,indices,bloomberg-commodity
01.04.1992,"91,3890","91,2690","91,9780","90,3440",,indices,bloomberg-commodity
01.03.1992,"90,9300","89,9920","90,9350","89,9920",,indices,bloomberg-commodity
01.02.1992,"90,4260","90,7460","92,3890","89,7250",,indices,bloomberg-commodity
01.01.1992,"90,6860","89,1930","91,5640","88,0540",,indices,bloomberg-commodity
01.12.1991,"89,2100","93,2050","93,2050","88,7210",,indices,bloomberg-commodity
01.11.1991,"93,4480","96,7120","96,7120","93,2950",,indices,bloomberg-commodity
01.10.1991,"96,2390","95,8820","97,3960","95,8820",,indices,bloomberg-commodity
01.09.1991,"95,7930","95,0510","96,3780","94,8490",,indices,bloomberg-commodity
01.08.1991,"94,9920","95,6170","95,7790","92,7470",,indices,bloomberg-commodity
01.07.1991,"95,2680","92,2600","95,2680","91,6430",,indices,bloomberg-commodity
01.06.1991,"91,8190","94,9150","94,9150","91,8190",,indices,bloomberg-commodity
01.05.1991,"94,5570","96,4090","96,4410","94,5570",,indices,bloomberg-commodity
01.04.1991,"96,0550","96,7810","98,1570","96,0550",,indices,bloomberg-commodity
01.03.1991,"96,1250","96,6720","98,1910","95,6680",,indices,bloomberg-commodity
01.02.1991,"95,9030","94,2000","95,9030","93,1190",,indices,bloomberg-commodity
01.07.2025,"7,1606","7,1574","7,1693","7,1562",,currencies,usd-cny
01.06.2025,"7,1639","7,1998","7,2013","7,1574",,currencies,usd-cny
01.05.2025,"7,1998","7,2714","7,2714","7,1679",,currencies,usd-cny
01.04.2025,"7,2714","7,2606","7,3511","7,2596",,currencies,usd-cny
01.03.2025,"7,2572","7,2826","7,2935","7,2161",,currencies,usd-cny
01.02.2025,"7,2838","7,2514","7,3098","7,2288",,currencies,usd-cny
01.01.2025,"7,2514","7,3002","7,3328","7,2376",,currencies,usd-cny
01.12.2024,"7,2993","7,2528","7,2996","7,2387",,currencies,usd-cny
01.11.2024,"7,2423","7,1143","7,2593","7,0866",,currencies,usd-cny
01.10.2024,"7,1178","7,0185","7,1431","7,0185",,currencies,usd-cny
01.09.2024,"7,0176","7,0971","7,1256","7,0109",,currencies,usd-cny
01.08.2024,"7,0900","7,2121","7,2477","7,0847",,currencies,usd-cny
01.07.2024,"7,2193","7,2673","7,2775","7,2109",,currencies,usd-cny
01.06.2024,"7,2672","7,2437","7,2689","7,2365",,currencies,usd-cny
01.05.2024,"7,2415","7,2089","7,2497","7,2050",,currencies,usd-cny
01.04.2024,"7,2401","7,2249","7,2474","7,2249",,currencies,usd-cny
01.03.2024,"7,2203","7,1934","7,2305","7,1716",,currencies,usd-cny
01.02.2024,"7,1877","7,1789","7,1995","7,1763",,currencies,usd-cny
01.01.2024,"7,1673","7,1087","7,1976","7,1085",,currencies,usd-cny
01.12.2023,"7,0978","7,1350","7,1883","7,0880",,currencies,usd-cny
01.11.2023,"7,1360","7,3158","7,3198","7,1184",,currencies,usd-cny
01.10.2023,"7,3158","7,3019","7,3196","7,2758",,currencies,usd-cny
01.09.2023,"7,3010","7,2449","7,3504","7,2448",,currencies,usd-cny
01.08.2023,"7,2582","7,1592","7,3173","7,1533",,currencies,usd-cny
01.07.2023,"7,1426","7,2320","7,2558","7,1195",,currencies,usd-cny
01.06.2023,"7,2513","7,1043","7,2689","7,0560",,currencies,usd-cny
01.05.2023,"7,1109","6,8950","7,1128","6,8924",,currencies,usd-cny
01.04.2023,"6,9110","6,8788","6,9338","6,8321",,currencies,usd-cny
01.03.2023,"6,8676","6,9289","6,9773","6,8166",,currencies,usd-cny
01.02.2023,"6,9325","6,7453","6,9732","6,7066",,currencies,usd-cny
01.01.2023,"6,7540","6,9142","6,9240","6,6910",,currencies,usd-cny
01.12.2022,"6,8972","7,0450","7,0907","6,8931",,currencies,usd-cny
01.11.2022,"7,0879","7,3231","7,3285","7,0248",,currencies,usd-cny
01.10.2022,"7,3015","7,1102","7,3094","7,1082",,currencies,usd-cny
01.09.2022,"7,1135","6,9065","7,2506","6,8934",,currencies,usd-cny
01.08.2022,"6,8890","6,7474","6,9225","6,7230",,currencies,usd-cny
01.07.2022,"6,7433","6,6940","6,7715","6,6840",,currencies,usd-cny
01.06.2022,"6,6981","6,6676","6,7617","6,6376",,currencies,usd-cny
01.05.2022,"6,6715","6,5908","6,8127","6,5908",,currencies,usd-cny
01.04.2022,"6,6080","6,3430","6,6515","6,3422",,currencies,usd-cny
01.03.2022,"6,3393","6,3071","6,3868","6,3068",,currencies,usd-cny
01.02.2022,"6,3084","6,3569","6,3720","6,3046",,currencies,usd-cny
01.01.2022,"6,3605","6,3719","6,3859","6,3186",,currencies,usd-cny
01.12.2021,"6,3521","6,3681","6,3850","6,3384",,currencies,usd-cny
01.11.2021,"6,3640","6,4060","6,4098","6,3625",,currencies,usd-cny
01.10.2021,"6,4050","6,4493","6,4594","6,3777",,currencies,usd-cny
01.09.2021,"6,4452","6,4618","6,4760","6,4291",,currencies,usd-cny
01.08.2021,"6,4604","6,4615","6,5057","6,4542",,currencies,usd-cny
01.07.2021,"6,4609","6,4622","6,5132","6,4498",,currencies,usd-cny
01.06.2021,"6,4566","6,3676","6,4903","6,3611",,currencies,usd-cny
01.05.2021,"6,3688","6,4808","6,4840","6,3568",,currencies,usd-cny
01.04.2021,"6,4730","6,5556","6,5792","6,4633",,currencies,usd-cny
01.03.2021,"6,5518","6,4676","6,5802","6,4556",,currencies,usd-cny
01.02.2021,"6,4730","6,4309","6,4902","6,4292",,currencies,usd-cny
01.01.2021,"6,4250","6,5167","6,5170","6,4223",,currencies,usd-cny
01.12.2020,"6,5250","6,5789","6,5875","6,5152",,currencies,usd-cny
01.11.2020,"6,5760","6,6927","6,7508","6,5389",,currencies,usd-cny
01.10.2020,"6,6919","6,7908","6,7909","6,6408",,currencies,usd-cny
01.09.2020,"6,7896","6,8445","6,8565","6,7508",,currencies,usd-cny
01.08.2020,"6,8474","6,9816","6,9885","6,8422",,currencies,usd-cny
01.07.2020,"6,9744","7,0675","7,0743","6,9646",,currencies,usd-cny
01.06.2020,"7,0651","7,1151","7,1400","7,0511",,currencies,usd-cny
01.05.2020,"7,1348","7,0622","7,1800","7,0622",,currencies,usd-cny
01.04.2020,"7,0600","7,0825","7,1283","7,0275",,currencies,usd-cny
01.03.2020,"7,0808","6,9742","7,1270","6,9094",,currencies,usd-cny
01.02.2020,"6,9906","6,9366","7,0434","6,9366",,currencies,usd-cny
01.01.2020,"6,9364","6,9632","6,9798","6,8403",,currencies,usd-cny
01.12.2019,"6,9618","7,0270","7,0743","6,9567",,currencies,usd-cny
01.11.2019,"7,0308","7,0395","7,0497","6,9682",,currencies,usd-cny
01.10.2019,"7,0379","7,1315","7,1529","7,0314",,currencies,usd-cny
01.09.2019,"7,1477","7,1568","7,1856","7,0623",,currencies,usd-cny
01.08.2019,"7,1543","6,8842","7,1715","6,8842",,currencies,usd-cny
01.07.2019,"6,8833","6,8668","6,8971","6,8336",,currencies,usd-cny
01.06.2019,"6,8650","6,9050","6,9376","6,8339",,currencies,usd-cny
01.05.2019,"6,9027","6,7349","6,9218","6,7336",,currencies,usd-cny
01.04.2019,"6,7347","6,7120","6,7502","6,6845",,currencies,usd-cny
01.03.2019,"6,7112","6,6942","6,7411","6,6690",,currencies,usd-cny
01.02.2019,"6,6912","6,7008","6,7950","6,6728",,currencies,usd-cny
01.01.2019,"6,6958","6,8615","6,8832","6,6915",,currencies,usd-cny
01.12.2018,"6,8755","6,9250","6,9340","6,8315",,currencies,usd-cny
01.11.2018,"6,9558","6,9679","6,9703","6,8691",,currencies,usd-cny
01.10.2018,"6,9737","6,9039","6,9774","6,8895",,currencies,usd-cny
01.09.2018,"6,8680","6,8426","6,8927","6,8065",,currencies,usd-cny
01.08.2018,"6,8300","6,8253","6,9349","6,7891",,currencies,usd-cny
01.07.2018,"6,8038","6,6285","6,8420","6,5989",,currencies,usd-cny
01.06.2018,"6,6171","6,4094","6,6417","6,3851",,currencies,usd-cny
01.05.2018,"6,4096","6,3531","6,4338","6,3284",,currencies,usd-cny
01.04.2018,"6,3325","6,2679","6,3481","6,2610",,currencies,usd-cny
01.03.2018,"6,2726","6,3281","6,3614","6,2429",,currencies,usd-cny
01.02.2018,"6,3280","6,2965","6,3643","6,2525",,currencies,usd-cny
01.01.2018,"6,2841","6,4970","6,5368","6,2838",,currencies,usd-cny
01.12.2017,"6,5063","6,6097","6,6241","6,5034",,currencies,usd-cny
01.11.2017,"6,6090","6,6349","6,6518","6,5718",,currencies,usd-cny
01.10.2017,"6,6328","6,6534","6,6634","6,5704",,currencies,usd-cny
01.09.2017,"6,6533","6,5899","6,6835","6,4349",,currencies,usd-cny
01.08.2017,"6,5888","6,7266","6,7315","6,5799",,currencies,usd-cny
01.07.2017,"6,7240","6,7761","6,8078","6,7213",,currencies,usd-cny
01.06.2017,"6,7793","6,8008","6,8455","6,7614",,currencies,usd-cny
01.05.2017,"6,8098","6,8935","6,9090","6,8101",,currencies,usd-cny
01.04.2017,"6,8900","6,8871","6,9110","6,8737",,currencies,usd-cny
01.03.2017,"6,8832","6,8748","6,9215","6,8660",,currencies,usd-cny
01.02.2017,"6,8665","6,8675","6,8924","6,8508",,currencies,usd-cny
01.01.2017,"6,8768","6,9567","6,9627","6,8314",,currencies,usd-cny
01.12.2016,"6,9430","6,8926","6,9613","6,8625",,currencies,usd-cny
01.11.2016,"6,8837","6,7758","6,9240","6,7551",,currencies,usd-cny
01.10.2016,"6,7735","6,6680","6,7877","6,6680",,currencies,usd-cny
01.09.2016,"6,6685","6,6793","6,6873","6,6561",,currencies,usd-cny
01.08.2016,"6,6776","6,6320","6,6838","6,6137",,currencies,usd-cny
01.07.2016,"6,6371","6,6480","6,7056","6,6361",,currencies,usd-cny
01.06.2016,"6,6459","6,5863","6,6557","6,5548",,currencies,usd-cny
01.05.2016,"6,5798","6,4755","6,5869","6,4700",,currencies,usd-cny
01.04.2016,"6,4738","6,4625","6,5095","6,4563",,currencies,usd-cny
01.03.2016,"6,4480","6,5449","6,5549","6,4480",,currencies,usd-cny
01.02.2016,"6,5525","6,5740","6,5824","6,4885",,currencies,usd-cny
01.01.2016,"6,5752","6,5084","6,5972","6,5076",,currencies,usd-cny
01.12.2015,"6,4921","6,3976","6,4950","6,3894",,currencies,usd-cny
01.11.2015,"6,3981","6,3202","6,3990","6,3186",,currencies,usd-cny
01.10.2015,"6,3180","6,3561","6,3693","6,3169",,currencies,usd-cny
01.09.2015,"6,3556","6,3764","6,3878","6,3517",,currencies,usd-cny
01.08.2015,"6,3760","6,2095","6,4501","6,2085",,currencies,usd-cny
01.07.2015,"6,2097","6,2025","6,2130","6,2001",,currencies,usd-cny
01.06.2015,"6,2000","6,1984","6,2175","6,1936",,currencies,usd-cny
01.05.2015,"6,1980","6,2085","6,2109","6,1922",,currencies,usd-cny
01.04.2015,"6,2018","6,1996","6,2210","6,1884",,currencies,usd-cny
01.03.2015,"6,1990","6,2730","6,2766","6,1800",,currencies,usd-cny
01.02.2015,"6,2695","6,2500","6,2703","6,2368",,currencies,usd-cny
01.01.2015,"6,2495","6,2178","6,2568","6,1875",,currencies,usd-cny
01.12.2014,"6,2046","6,1431","6,2351","6,1431",,currencies,usd-cny
01.11.2014,"6,1429","6,1171","6,1494","6,1104",,currencies,usd-cny
01.10.2014,"6,1124","6,1390","6,1408","6,1077",,currencies,usd-cny
01.09.2014,"6,1380","6,1442","6,1543","6,1248",,currencies,usd-cny
01.08.2014,"6,1430","6,1740","6,1832","6,1363",,currencies,usd-cny
01.07.2014,"6,1737","6,2035","6,2174","6,1702",,currencies,usd-cny
01.06.2014,"6,2036","6,2475","6,2579","6,1993",,currencies,usd-cny
01.05.2014,"6,2471","6,2529","6,2630","6,2182",,currencies,usd-cny
01.04.2014,"6,2591","6,2172","6,2676","6,1858",,currencies,usd-cny
01.03.2014,"6,2164","6,1447","6,2340","6,1010",,currencies,usd-cny
01.02.2014,"6,1448","6,0624","6,1724","6,0575",,currencies,usd-cny
01.01.2014,"6,0600","6,0518","6,0615","6,0402",,currencies,usd-cny
01.12.2013,"6,0537","6,0927","6,0939","6,0502",,currencies,usd-cny
01.11.2013,"6,0922","6,0947","6,1027","6,0871",,currencies,usd-cny
01.10.2013,"6,0943","6,1215","6,1221","6,0802",,currencies,usd-cny
01.09.2013,"6,1200","6,1198","6,1250","6,1143",,currencies,usd-cny
01.08.2013,"6,1193","6,1290","6,1336","6,1098",,currencies,usd-cny
01.07.2013,"6,1284","6,1340","6,1451","6,1248",,currencies,usd-cny
01.06.2013,"6,1374","6,1355","6,1522","6,1231",,currencies,usd-cny
01.05.2013,"6,1345","6,1649","6,1731","6,1206",,currencies,usd-cny
01.04.2013,"6,1647","6,2108","6,2108","6,1611",,currencies,usd-cny
01.03.2013,"6,2106","6,2232","6,2305","6,2083",,currencies,usd-cny
01.02.2013,"6,2213","6,2216","6,2462","6,2206",,currencies,usd-cny
01.01.2013,"6,2188","6,2300","6,2321","6,2126",,currencies,usd-cny
01.12.2012,"6,2303","6,2280","6,2563","6,2234",,currencies,usd-cny
01.11.2012,"6,2267","6,2374","6,2482","6,2207",,currencies,usd-cny
01.10.2012,"6,2372","6,2841","6,2897","6,2366",,currencies,usd-cny
01.09.2012,"6,2845","6,3481","6,3546","6,2837",,currencies,usd-cny
01.08.2012,"6,3485","6,3611","6,3775","6,3438",,currencies,usd-cny
01.07.2012,"6,3620","6,3544","6,3974","6,3462",,currencies,usd-cny
01.06.2012,"6,3537","6,3692","6,3792","6,3525",,currencies,usd-cny
01.05.2012,"6,3688","6,3094","6,3783","6,2949",,currencies,usd-cny
01.04.2012,"6,3099","6,2980","6,3270","6,2932",,currencies,usd-cny
01.03.2012,"6,2980","6,2940","6,3471","6,2845",,currencies,usd-cny
01.02.2012,"6,2938","6,3079","6,3140","6,2880",,currencies,usd-cny
01.01.2012,"6,3090","6,2945","6,3393","6,2923",,currencies,usd-cny
01.12.2011,"6,2939","6,3789","6,3789","6,2939",,currencies,usd-cny
01.11.2011,"6,3788","6,3543","6,3872","6,3331",,currencies,usd-cny
01.10.2011,"6,3552","6,3750","6,3915","6,3368",,currencies,usd-cny
01.09.2011,"6,3822","6,3812","6,4043","6,3788",,currencies,usd-cny
01.08.2011,"6,3790","6,4370","6,4461","6,3775",,currencies,usd-cny
01.07.2011,"6,4370","6,4640","6,4760","6,4370",,currencies,usd-cny
01.06.2011,"6,4642","6,4783","6,4878","6,4618",,currencies,usd-cny
01.05.2011,"6,4795","6,4900","6,5100","6,4785",,currencies,usd-cny
01.04.2011,"6,4910","6,5485","6,5510","6,4755",,currencies,usd-cny
01.03.2011,"6,5486","6,5653","6,5773","6,5443",,currencies,usd-cny
01.02.2011,"6,5716","6,5998","6,5998","6,5493",,currencies,usd-cny
01.01.2011,"6,6050","6,5928","6,6400","6,5772",,currencies,usd-cny
01.12.2010,"6,5906","6,6675","6,6806","6,5891",,currencies,usd-cny
01.11.2010,"6,6670","6,6696","6,6963","6,6178",,currencies,usd-cny
01.10.2010,"6,6707","6,6895","6,6925","6,6398",,currencies,usd-cny
01.09.2010,"6,6917","6,8083","6,8187","6,6827",,currencies,usd-cny
01.08.2010,"6,8075","6,7742","6,8120","6,7635",,currencies,usd-cny
01.07.2010,"6,7740","6,7810","6,7840","6,7677",,currencies,usd-cny
01.06.2010,"6,7817","6,8272","6,8331","6,7797",,currencies,usd-cny
01.05.2010,"6,8278","6,8245","6,8323","6,8236",,currencies,usd-cny
01.04.2010,"6,8252","6,8257","6,8305","6,8230",,currencies,usd-cny
01.03.2010,"6,8259","6,8254","6,8305","6,8248",,currencies,usd-cny
01.02.2010,"6,8261","6,8263","6,8348","6,8223",,currencies,usd-cny
01.01.2010,"6,8269","6,8285","6,8296","6,8233",,currencies,usd-cny
01.12.2009,"6,8270","6,8282","6,8335","6,8245",,currencies,usd-cny
01.11.2009,"6,8275","6,8279","6,8334","6,8256",,currencies,usd-cny
01.10.2009,"6,8275","6,8271","6,8359","6,8236",,currencies,usd-cny
01.09.2009,"6,8265","6,8308","6,8332","6,8249",,currencies,usd-cny
01.08.2009,"6,8304","6,8310","6,8370","6,8296",,currencies,usd-cny
01.07.2009,"6,8321","6,8309","6,8351","6,8294",,currencies,usd-cny
01.06.2009,"6,8305","6,8253","6,8404","6,8248",,currencies,usd-cny
01.05.2009,"6,8283","6,8230","6,8375","6,8108",,currencies,usd-cny
01.04.2009,"6,8185","6,8320","6,8414","6,8176",,currencies,usd-cny
01.03.2009,"6,8334","6,8385","6,8468","6,8212",,currencies,usd-cny
01.02.2009,"6,8396","6,8431","6,8521","6,8242",,currencies,usd-cny
01.01.2009,"6,8350","6,8310","6,8565","6,8220",,currencies,usd-cny
01.12.2008,"6,8230","6,8325","6,8900","6,8170",,currencies,usd-cny
01.11.2008,"6,8259","6,8340","6,8412","6,8180",,currencies,usd-cny
01.10.2008,"6,8395","6,8434","6,8591","6,8105",,currencies,usd-cny
01.09.2008,"6,8451","6,8375","6,8543","6,8105",,currencies,usd-cny
01.08.2008,"6,8487","6,8313","6,8813","6,8255",,currencies,usd-cny
01.07.2008,"6,8315","6,8530","6,8695","6,8105",,currencies,usd-cny
01.06.2008,"6,8544","6,9401","6,9486","6,8541",,currencies,usd-cny
01.05.2008,"6,9425","6,9995","7,0075","6,9360",,currencies,usd-cny
01.04.2008,"6,9885","7,0131","7,0240","6,9815",,currencies,usd-cny
01.03.2008,"7,0124","7,1019","7,1139","7,0100",,currencies,usd-cny
01.02.2008,"7,1119","7,1814","7,2089","7,1029",,currencies,usd-cny
01.01.2008,"7,1822","7,2964","7,3029","7,1804",,currencies,usd-cny
01.12.2007,"7,3041","7,4091","7,4135","7,3032",,currencies,usd-cny
01.11.2007,"7,3980","7,4615","7,4624","7,3810",,currencies,usd-cny
01.10.2007,"7,4715","7,5060","7,5283","7,4610",,currencies,usd-cny
01.09.2007,"7,5060","7,5500","7,5556","7,5017",,currencies,usd-cny
01.08.2007,"7,5450","7,5660","7,6090","7,5415",,currencies,usd-cny
01.07.2007,"7,5725","7,6090","7,6128","7,5535",,currencies,usd-cny
01.06.2007,"7,6135","7,6481","7,6798","7,6135",,currencies,usd-cny
01.05.2007,"7,6475","7,7040","7,7040","7,6455",,currencies,usd-cny
01.04.2007,"7,7055","7,7296","7,7350","7,7035",,currencies,usd-cny
01.03.2007,"7,7308","7,7470","7,7525","7,7255",,currencies,usd-cny
01.02.2007,"7,7380","7,7605","7,7652","7,7370",,currencies,usd-cny
01.01.2007,"7,7748","7,8140","7,8165","7,7685",,currencies,usd-cny
01.12.2006,"7,8075","7,8332","7,8348","7,8072",,currencies,usd-cny
01.11.2006,"7,8333","7,8730","7,8823","7,8309",,currencies,usd-cny
01.10.2006,"7,8790","7,9103","7,9203","7,8775",,currencies,usd-cny
01.09.2006,"7,9073","7,9592","7,9610","7,8948",,currencies,usd-cny
01.08.2006,"7,9549","7,9736","8,0016","7,9549",,currencies,usd-cny
01.07.2006,"7,9700","7,9920","8,0050","7,9653",,currencies,usd-cny
01.06.2006,"7,9925","8,0214","8,0266","7,9925",,currencies,usd-cny
01.05.2006,"8,0240","8,0139","8,0325","7,9980",,currencies,usd-cny
01.04.2006,"8,0139","8,0225","8,0259","8,0025",,currencies,usd-cny
01.03.2006,"8,0175","8,0394","8,0522","8,0168",,currencies,usd-cny
01.02.2006,"8,0404","8,0569","8,0643","8,0404",,currencies,usd-cny
01.01.2006,"8,0622","8,0664","8,0695","8,0584",,currencies,usd-cny
01.12.2005,"8,0702","8,0784","8,0810","8,0690",,currencies,usd-cny
01.11.2005,"8,0780","8,0707","8,0877","8,0688",,currencies,usd-cny
01.10.2005,"8,0832","8,0868","8,0970","8,0818",,currencies,usd-cny
01.09.2005,"8,0922","8,0927","8,0948","8,0862",,currencies,usd-cny
01.08.2005,"8,0998","8,0998","8,0998","8,0998",,currencies,usd-cny
01.07.2005,"8,1056","8,1056","8,1056","8,1056",,currencies,usd-cny
01.06.2005,"8,2765","8,2765","8,2765","8,2765",,currencies,usd-cny
01.05.2005,"8,2765","8,2765","8,2765","8,2765",,currencies,usd-cny
01.04.2005,"8,2765","8,2765","8,2765","8,2765",,currencies,usd-cny
01.03.2005,"8,2765","8,2765","8,2765","8,2765",,currencies,usd-cny
01.02.2005,"8,2765","8,2765","8,2765","8,2765",,currencies,usd-cny
01.01.2005,"8,2765","8,2765","8,2765","8,2765",,currencies,usd-cny
01.12.2004,"8,2765","8,2765","8,2765","8,2765",,currencies,usd-cny
01.11.2004,"8,2765","8,2765","8,2765","8,2765",,currencies,usd-cny
01.10.2004,"8,2765","8,2765","8,2765","8,2765",,currencies,usd-cny
01.09.2004,"8,2766","8,2766","8,2766","8,2766",,currencies,usd-cny
01.08.2004,"8,2766","8,2766","8,2766","8,2766",,currencies,usd-cny
01.07.2004,"8,2769","8,2769","8,2769","8,2769",,currencies,usd-cny
01.06.2004,"8,2766","8,2766","8,2766","8,2766",,currencies,usd-cny
01.05.2004,"8,2768","8,2768","8,2768","8,2768",,currencies,usd-cny
01.04.2004,"8,2771","8,2771","8,2771","8,2771",,currencies,usd-cny
01.03.2004,"8,2771","8,2771","8,2771","8,2771",,currencies,usd-cny
01.02.2004,"8,2769","8,2769","8,2769","8,2769",,currencies,usd-cny
01.01.2004,"8,2768","8,2768","8,2768","8,2768",,currencies,usd-cny
01.12.2003,"8,2767","8,2767","8,2767","8,2767",,currencies,usd-cny
01.11.2003,"8,2770","8,2770","8,2770","8,2770",,currencies,usd-cny
01.10.2003,"8,2768","8,2768","8,2768","8,2768",,currencies,usd-cny
01.09.2003,"8,2770","8,2770","8,2770","8,2770",,currencies,usd-cny
01.08.2003,"8,2772","8,2772","8,2772","8,2772",,currencies,usd-cny
01.07.2003,"8,2774","8,2774","8,2774","8,2774",,currencies,usd-cny
01.06.2003,"8,2775","8,2775","8,2775","8,2775",,currencies,usd-cny
01.05.2003,"8,2770","8,2770","8,2770","8,2770",,currencies,usd-cny
01.04.2003,"8,2772","8,2772","8,2772","8,2772",,currencies,usd-cny
01.03.2003,"8,2774","8,2774","8,2774","8,2774",,currencies,usd-cny
01.02.2003,"8,2775","8,2775","8,2775","8,2775",,currencies,usd-cny
